Ticker,Weight
AAP,0.1673995002097002
VALE,0.16372659771905385
SEE,0.14156913401130145
ALB,0.11602675109174634
EL,0.10621031678490744
EPAM,0.0579505380611666
GGB,0.043078624032486044
EW,0.04293798021125098
TGT,0.04053380349996014
VFC,0.0333888769833232
PVH,0.02349869232969443
HAL,0.02193190236535078
PYPL,0.01852647656349919
NVO,0.015707100835679423
NKE,0.00751370530088005
