Ticker,Weight
EW,0.17194089900918788
VALE,0.15574406129933385
VFC,0.14312271365423726
AAP,0.139783141563501
PYPL,0.12529791601100307
EL,0.05252177874956434
PVH,0.04543896773461279
SEE,0.04148061545200368
EPAM,0.036033535686403016
GGB,0.03512652104215802
NVO,0.020360785765134812
HAL,0.014463683687387376
NKE,0.012710883555016582
ALB,0.005397598266407193
TGT,0.0005768985240492618
